p1,p2,Labor Clearing,Goods Clearing 1,Goods Clearing 2
0.1,0.1,-0.995,-2.9649999999999994,-6.9849999999999985
0.1,0.3111111111111111,-0.9733024691358024,-3.030092592592592,-2.154513888888889
0.1,0.5222222222222223,-0.9293209876543209,-3.1620370370370368,-1.1740543735224584
0.1,0.7333333333333333,-0.8630555555555556,-3.360833333333333,-0.7185984848484848
0.1,0.9444444444444444,-0.7745061728395062,-3.626481481481481,-0.4360849673202615
0.1,1.1555555555555557,-0.6636728395061728,-3.958981481481481,-0.23172809829059815
0.1,1.3666666666666667,-0.5305555555555556,-4.3583333333333325,-0.0693089430894307
0.1,1.577777777777778,-0.3751543209876542,-4.824537037037037,0.06800665101721459
0.1,1.788888888888889,-0.19746913580246916,-5.357592592592592,0.18910628019323683
0.1,2.0,0.0024999999999999467,-5.9575,0.2991250000000001
0.3111111111111111,0.1,-0.9733024691358024,-0.8344742063492061,-7.1368827160493815
0.3111111111111111,0.3111111111111111,-0.951604938271605,-0.8553968253968253,-2.203333333333333
0.3111111111111111,0.5222222222222223,-0.9076234567901235,-0.8978075396825395,-1.2031382978723402
0.3111111111111111,0.7333333333333333,-0.8413580246913579,-0.961706349206349,-0.7393097643097644
0.3111111111111111,0.9444444444444444,-0.7528086419753086,-1.0470932539682538,-0.4521666666666667
0.3111111111111111,1.1555555555555557,-0.6419753086419753,-1.1539682539682539,-0.24487179487179478
0.3111111111111111,1.3666666666666667,-0.5088580246913581,-1.2823313492063493,-0.08042231255645871
0.3111111111111111,1.577777777777778,-0.35345679012345665,-1.4321825396825396,0.05838028169014109
0.3111111111111111,1.788888888888889,-0.1757716049382716,-1.6035218253968253,0.18061594202898568
0.3111111111111111,2.0,0.024197530864197514,-1.7963492063492064,0.29153086419753094
0.5222222222222223,0.1,-0.9293209876543209,-0.35395981087470435,-7.444753086419752
0.5222222222222223,0.3111111111111111,-0.9076234567901235,-0.36642434988179656,-2.3022916666666666
0.5222222222222223,0.5222222222222223,-0.863641975308642,-0.39169030732860494,-1.2620921985815599
0.5222222222222223,0.7333333333333333,-0.7973765432098765,-0.4297576832151298,-0.7812920875420872
0.5222222222222223,0.9444444444444444,-0.7088271604938272,-0.48062647754137106,-0.4847647058823529
0.5222222222222223,1.1555555555555557,-0.5979938271604938,-0.5442966903073285,-0.27151442307692286
0.5222222222222223,1.3666666666666667,-0.4648765432098765,-0.6207683215130022,-0.1029494128274615
0.5222222222222223,1.577777777777778,-0.30947530864197514,-0.7100413711583924,0.03886737089201897
0.5222222222222223,1.788888888888889,-0.1317901234567901,-0.8121158392434988,0.16340579710144942
0.5222222222222223,2.0,0.06817901234567891,-0.9269917257683213,0.2761373456790124
0.7333333333333333,0.1,-0.8630555555555556,-0.0984469696969697,-7.90861111111111
0.7333333333333333,0.3111111111111111,-0.841358024691358,-0.10732323232323232,-2.451388888888889
0.7333333333333333,0.5222222222222223,-0.7973765432098765,-0.12531565656565657,-1.3509160756501182
0.7333333333333333,0.7333333333333333,-0.7311111111111112,-0.1524242424242424,-0.8445454545454543
0.7333333333333333,0.9444444444444444,-0.6425617283950618,-0.18864898989898998,-0.5338790849673202
0.7333333333333333,1.1555555555555557,-0.5317283950617284,-0.23398989898989903,-0.31165598290598273
0.7333333333333333,1.3666666666666667,-0.39861111111111114,-0.28844696969696965,-0.13689024390243887
0.7333333333333333,1.577777777777778,-0.2432098765432098,-0.3520202020202022,0.009467918622848459
0.7333333333333333,1.788888888888889,-0.06552469135802474,-0.42470959595959606,0.13747584541062818
0.7333333333333333,2.0,0.13444444444444437,-0.5065151515151514,0.25294444444444464
0.9444444444444444,0.1,-0.7745061728395062,0.08294771241830068,-8.528456790123455
0.9444444444444444,0.3111111111111111,-0.7528086419753086,0.07605555555555554,-2.6506250000000002
0.9444444444444444,0.5222222222222223,-0.7088271604938272,0.062084967320261364,-1.4696099290780142
0.9444444444444444,0.7333333333333333,-0.6425617283950618,0.04103594771241831,-0.9290698653198652
0.9444444444444444,0.9444444444444444,-0.5540123456790124,0.012908496732026098,-0.5995098039215686
0.9444444444444444,1.1555555555555557,-0.4431790123456789,-0.022297385620915045,-0.36529647435897417
0.9444444444444444,1.3666666666666667,-0.31006172839506174,-0.06458169934640523,-0.18224480578139113
0.9444444444444444,1.577777777777778,-0.1546604938271603,-0.11394444444444451,-0.02981807511737078
0.9444444444444444,1.788888888888889,0.023024691358024763,-0.17038562091503262,0.10282608695652196
0.9444444444444444,2.0,0.22299382716049387,-0.23390522875816988,0.22195216049382727
1.1555555555555557,0.1,-0.6636728395061728,0.23084668803418817,-9.304290123456788
1.1555555555555557,0.3111111111111111,-0.6419753086419753,0.2252136752136753,-2.9
1.1555555555555557,0.5222222222222223,-0.5979938271604938,0.21379540598290603,-1.6181737588652483
1.1555555555555557,0.7333333333333333,-0.5317283950617284,0.19659188034188047,-1.03486531986532
1.1555555555555557,0.9444444444444444,-0.4431790123456789,0.1736030982905984,-0.681656862745098
1.1555555555555557,1.1555555555555557,-0.3323456790123456,0.14482905982905986,-0.43243589743589717
1.1555555555555557,1.3666666666666667,-0.1992283950617284,0.11026976495726504,-0.23901309846431795
1.1555555555555557,1.577777777777778,-0.043827160493826955,0.06992521367521376,-0.07899061032863841
1.1555555555555557,1.788888888888889,0.1338580246913581,0.02379540598290608,0.05945652173913052
1.1555555555555557,2.0,0.3338271604938272,-0.028119658119657998,0.1831604938271605
1.3666666666666667,0.1,-0.5305555555555556,0.3607723577235773,-10.236111111111107
1.3666666666666667,0.3111111111111111,-0.5088580246913581,0.356009485094851,-3.1995138888888883
1.3666666666666667,0.5222222222222223,-0.4648765432098765,0.34635501355013554,-1.7966075650118203
1.3666666666666667,0.7333333333333333,-0.39861111111111114,0.331808943089431,-1.161931818181818
1.3666666666666667,0.9444444444444444,-0.31006172839506174,0.31237127371273715,-0.7803202614379084
1.3666666666666667,1.1555555555555557,-0.1992283950617284,0.2880420054200542,-0.5130742521367521
1.3666666666666667,1.3666666666666667,-0.06611111111111112,0.2588211382113822,-0.30719512195121934
1.3666666666666667,1.577777777777778,0.08929012345679022,0.22470867208672085,-0.13804968701095444
1.3666666666666667,1.788888888888889,0.2669753086419753,0.1857046070460705,0.007367149758454095
1.3666666666666667,2.0,0.4669444444444444,0.14180894308943093,0.1365694444444444
1.577777777777778,0.1,-0.3751543209876542,0.47993935837245705,-11.323919753086418
1.577777777777778,0.3111111111111111,-0.35345679012345665,0.475813771517997,-3.5491666666666664
1.577777777777778,0.5222222222222223,-0.30947530864197514,0.4674510954616589,-2.0049113475177305
1.577777777777778,0.7333333333333333,-0.2432098765432098,0.454851330203443,-1.3102693602693603
1.577777777777778,0.9444444444444444,-0.1546604938271603,0.4380144757433491,-0.8955000000000001
1.577777777777778,1.1555555555555557,-0.043827160493826955,0.41694053208137727,-0.6072115384615383
1.577777777777778,1.3666666666666667,0.08929012345679022,0.3916294992175275,-0.38679087624209574
1.577777777777778,1.577777777777778,0.24469135802469166,0.3620813771517998,-0.20699530516431908
1.577777777777778,1.788888888888889,0.4223765432098767,0.32829616588419414,-0.05344202898550732
1.577777777777778,2.0,0.6223456790123458,0.29027386541471056,0.08217901234567893
1.788888888888889,0.1,-0.19746913580246916,0.5921566597653555,-12.567716049382714
1.788888888888889,0.3111111111111111,-0.1757716049382716,0.5885179434092478,-3.948958333333333
1.788888888888889,0.5222222222222223,-0.1317901234567901,0.5811421670117323,-2.2430851063829786
1.788888888888889,0.7333333333333333,-0.06552469135802474,0.5700293305728089,-1.479877946127946
1.788888888888889,0.9444444444444444,0.023024691358024763,0.5551794340924776,-1.0271960784313725
1.788888888888889,1.1555555555555557,0.1338580246913581,0.5365924775707385,-0.7148477564102563
1.788888888888889,1.3666666666666667,0.2669753086419753,0.5142684610075915,-0.4778003613369468
1.788888888888889,1.577777777777778,0.4223765432098767,0.48820738440303657,-0.2858274647887322
1.788888888888889,1.788888888888889,0.6000617283950618,0.45840924775707387,-0.1229710144927535
1.788888888888889,2.0,0.8000308641975309,0.4248740510697033,0.019989197530864256
2.0,0.1,0.0024999999999999467,0.6996249999999999,-13.967499999999998
2.0,0.3111111111111111,0.024197530864197514,0.6963703703703703,-4.398888888888888
2.0,0.5222222222222223,0.06817901234567891,0.6897731481481482,-2.5111288416075648
2.0,0.7333333333333333,0.13444444444444437,0.6798333333333333,-1.6707575757575759
2.0,0.9444444444444444,0.22299382716049387,0.6665509259259259,-1.1754084967320262
2.0,1.1555555555555557,0.3338271604938272,0.6499259259259259,-0.8359829059829057
2.0,1.3666666666666667,0.4669444444444444,0.6299583333333334,-0.5802235772357724
2.0,1.577777777777778,0.6223456790123458,0.606648148148148,-0.374546165884194
2.0,1.788888888888889,0.8000308641975309,0.5799953703703704,-0.20121980676328477
2.0,2.0,1.0,0.55,-0.04999999999999982
